Date,Amount,Subcategory,ITEM,,,,
11/04/2017,-2.7,PAYMENT,VINE KING,,,,
11/04/2017,-15.65,PAYMENT,IZ,,,,
11/04/2017,-24.71,PAYMENT,THE NATIONAL TRUST,,,,
11/04/2017,-11.47,PAYMENT,THE NATIONAL TRUST,,,,
10/04/2017,-2.99,PAYMENT,BOMBAY MELA REDHIL,,,,
10/04/2017,-15,PAYMENT,TESCO STORES-,,,,
10/04/2017,-8.45,PAYMENT,RED LION,,,,
10/04/2017,-12.4,PAYMENT,NEW SOUTHERN RAILW,,,,
10/04/2017,-6.04,PAYMENT,TIGER,,,,
10/04/2017,-5.95,DIRECTDEBIT,ALL BAR,,,,
10/04/2017,-39.57,PAYMENT,LONDIS,,,,
10/04/2017,-10.45,PAYMENT,WHICH?,,,,
10/04/2017,-48.54,PAYMENT,EAT LTD,,,,
10/04/2017,-2.99,PAYMENT,M&S SIMPLY FOOD -,,,,
10/04/2017,-3.9,PAYMENT,DENBIES WINE ESTAT,,,,
10/04/2017,-63.28,CASH,PUCCINO'S,,,,
10/04/2017,-11.8,PAYMENT,POD,,,,
10/04/2017,-28,PAYMENT,POST OFFICE COUNTE,,,,
10/04/2017,-49,PAYMENT,ALL BAR,,,,
10/04/2017,-96.92,PAYMENT,PRIORY FARM SHOP,,,,
10/04/2017,-5.55,PAYMENT,MARTIN MCCOLL,,,,
10/04/2017,-14.7,PAYMENT,W M MORRISONS,,,,
10/04/2017,-25.9,PAYMENT,PUCCINO'S,,,,
10/04/2017,-15.46,PAYMENT,EAT,,,,
10/04/2017,-5,PAYMENT,GREENSLEEVES,,,,
10/04/2017,-19.96,PAYMENT,NEW SOUTHERN RAILW,,,,
10/04/2017,-18.48,PAYMENT,THE VENTURE INN,,,,
10/04/2017,-53.25,PAYMENT,HOMEBASE LTD,,,,
10/04/2017,-18.6,PAYMENT,TOYS R US,,,,
10/04/2017,-4.8,OTH,PAPERCHASE PRODUCT,,,,
10/04/2017,-102.54,PAYMENT,LOCAL HERO (KINGST,,,,
10/04/2017,-7.99,PAYMENT,PRET A MANGER,,,,
10/04/2017,-5.99,PAYMENT,T M LEWIN,,,,
10/04/2017,-4.49,PAYMENT,CO-OP GROUP,,,,
07/04/2017,-10,CASH,THE VENTURE INN,,,,
07/04/2017,-27.45,PAYMENT,THE VENTURE INN,,,,
07/04/2017,-5.5,PAYMENT,THE VENTURE INN,,,,
07/04/2017,-4.6,PAYMENT,THE VENTURE INN,,,,
07/04/2017,-2.6,PAYMENT,Fabletics,,,,
07/04/2017,-3.3,PAYMENT,SAINSBURYS S/MKTS,,,,
07/04/2017,-3.7,PAYMENT,CO-OP GROUP,,,,
07/04/2017,-36.59,PAYMENT,CO-OP GROUP,,,,
07/04/2017,-0.79,PAYMENT,CO-OP GROUP,,,,
07/04/2017,-121.56,DIRECTDEBIT,W M MORRISONS,,,,
06/04/2017,-50,CASH,ACE OF SPADES,,,,
06/04/2017,-1.85,PAYMENT,CULLENDERS,,,,
06/04/2017,-4.65,PAYMENT,BOOTS,,,,
06/04/2017,-25.4,PAYMENT,BP RUSHETT CONNECT,,,,
06/04/2017,-2.6,PAYMENT,VINE KING,,,,
06/04/2017,-6.09,OTH,SQUIRES GARDEN CEN,,,,
06/04/2017,-2.47,PAYMENT,VA KINGSTON-RICHMO,,,,
06/04/2017,-2.4,PAYMENT,COSTA COFFEE,,,,
06/04/2017,-2.75,PAYMENT,KAREN CANTY,,,,
05/04/2017,-2.59,PAYMENT,CO-OP GROUP,,,,
05/04/2017,-1.85,PAYMENT,HOP VIETNAMESE LTD,,,,
05/04/2017,-25.4,PAYMENT,POST OFFICE COUNTE,,,,
05/04/2017,-2.6,PAYMENT,CO-OP GROUP,,,,
05/04/2017,-2.6,PAYMENT,POST OFFICE COUNTE,,,,
05/04/2017,-1.35,OTH,WAITROSE,,,,
05/04/2017,-2.5,PAYMENT,PLUMB CENTER DBD,,,,
05/04/2017,-1.9,PAYMENT,SHELL KINGSTONI,,,,
05/04/2017,-24.43,DIRECTDEBIT,FW EVANS CYCLES,,,,
04/04/2017,-10,CASH,JUSTGIVING.COM,,,,
04/04/2017,-4.8,PAYMENT,OLD WHITE HORSE,,,,
04/04/2017,-6.5,PAYMENT,MID GLAMORGAN SERV,,,,
04/04/2017,-5.05,PAYMENT,TOTAL RELOCATION,,,,
04/04/2017,-3.99,PAYMENT,CO-OP GROUP,,,,
04/04/2017,-2.9,PAYMENT,CO-OP GROUP,,,,
04/04/2017,-3743,FT,KINDLE-TechnologyR,,,,
04/04/2017,209.89,FT,THE WYCH ELM,,,,
04/04/2017,3533.11,FT,CO-OP GROUP,,,,
04/04/2017,-19.38,DIRECTDEBIT,CO-OP GROUP,,,,
04/04/2017,-18.8,DIRECTDEBIT,BP RUSHETT CONNECT,,,,
03/04/2017,-24.62,PAYMENT,EUR PAYMENT,,,,
03/04/2017,-150,CASH,Amazon Digital Dwn,,,,
03/04/2017,-500,FT,THE GLASSHOUSE,,,,
03/04/2017,-9.5,OTH,EAT,,,,
03/04/2017,-6,OTH,GODSTONE FARM LIMI,,,,
03/04/2017,-15.5,OTH,SHELL KINGSTON HIL,,,,
03/04/2017,4,OTH,FLUTE WINE AND DEL,,,,
03/04/2017,-55,PAYMENT,COS,,,,
03/04/2017,-25.1,PAYMENT,CO-OP GROUP,,,,
03/04/2017,-73.91,PAYMENT,DUNE KINGSTON,,,,
03/04/2017,-8.6,PAYMENT,BENTALL CENTRE,,,,
03/04/2017,-2.9,PAYMENT,CO-OP GROUP,,,,
03/04/2017,-109,DIRECTDEBIT,CO-OP GROUP,,,,
03/04/2017,-592.23,DIRECTDEBIT,PAYPAL,,,,
03/04/2017,-23.62,DIRECTDEBIT,ADOBE PHOTOGPHY P,,,,
03/04/2017,-2534.58,DIRECTDEBIT,WH SMITH TRAVEL,,,,
03/04/2017,-3.85,PAYMENT,EAT,,,,
03/04/2017,-4.8,PAYMENT,ESURE HOME,,,,
03/04/2017,-1.85,PAYMENT,CO-OP GROUP,,,,
03/04/2017,-5.95,PAYMENT,JOHN LEWIS,,,,
03/04/2017,-2,PAYMENT,YMCA LONDON SOUTH,,,,
03/04/2017,-14,PAYMENT,JOHN LEWIS,,,,
03/04/2017,-112.91,PAYMENT,ARGOS RETAIL GROUP,,,,
03/04/2017,-7.05,PAYMENT,GOOGLE,,,,
03/04/2017,-10.3,PAYMENT,Uber BV,,,,
03/04/2017,-4.8,PAYMENT,LUCY WHITE,,,,
03/04/2017,-7.99,PAYMENT,COSTA COFFEE,,,,
03/04/2017,-10.68,PAYMENT,HAND&RACQUET,,,,
03/04/2017,-15.63,PAYMENT,WAITROSE,,,,
03/04/2017,-25.4,PAYMENT,ALL BAR,,,,
03/04/2017,-8.89,PAYMENT,ITSU LTD,,,,
03/04/2017,-9.9,PAYMENT,ALL BAR,,,,
03/04/2017,-1.4,OTH,TIMPSON LTD,,,,
03/04/2017,-12.55,PAYMENT,JOHN LEWIS FINANCIAL,,,,
03/04/2017,-1.85,PAYMENT,CO-OP GROUP,,,,
03/04/2017,-14.5,PAYMENT,WICKES,,,,
03/04/2017,-22.8,PAYMENT,CO-OP GROUP,,,,
03/04/2017,-6.3,PAYMENT,SHELL KINGSTON HIL,,,,
03/04/2017,-3.95,PAYMENT,WICKES,,,,
03/04/2017,-3.07,PAYMENT,RINGGO,,,,
03/04/2017,-2.75,OTH,THAI,,,,
03/04/2017,-2016,PAYMENT,THE WYCH ELM,,,,
03/04/2017,2000,FT,TSURU,,,,
03/04/2017,-300,PAYMENT,THE BEER HOUSE,,,,
03/04/2017,-262.78,PAYMENT,COSTA COFFEE,,,,
31/03/2017,-20,CASH,EAT LTD,,,,
31/03/2017,-7.99,PAYMENT,THE CANBURY ARMS,,,,
31/03/2017,-24.99,PAYMENT,COSTA COFFEE,,,,
31/03/2017,-4.8,PAYMENT,EAT LTD,,,,
31/03/2017,-15.34,PAYMENT,CURRYS DIGITAL,,,,
31/03/2017,-14.62,PAYMENT,BENTALLS KINGSTON,,,,
31/03/2017,-2.4,OTH,POD,,,,
31/03/2017,-23.1,PAYMENT,THE BEER HOUSE,,,,
31/03/2017,-2.75,PAYMENT,LUCY WHITE,,,,
31/03/2017,-4.75,PAYMENT,CO-OP GROUP,,,,
31/03/2017,7454.12,DIRECTDEP,EAT,,,,
30/03/2017,-10.8,PAYMENT,WAITROSE,,,,
30/03/2017,-1.3,PAYMENT,CO-OP GROUP,,,,
30/03/2017,-10,PAYMENT,THE WYCH ELM,,,,
30/03/2017,-16,PAYMENT,CO-OP GROUP,,,,
30/03/2017,-15.82,PAYMENT,CO-OP GROUP,,,,
30/03/2017,-37.74,PAYMENT,COOMBE ROAD,,,,
29/03/2017,-10,CASH,BP KEMPTON PARK CO,,,,
28/03/2017,-1274.4,PAYMENT,ICON HAIRDRESSING,,,,
28/03/2017,1274.4,FT,PAYPAL,,,,
27/03/2017,-33,PAYMENT,ODDS FARM PARK,,,,
27/03/2017,-8.3,PAYMENT,GIOVANNIS,,,,
27/03/2017,-35,PAYMENT,THE WYCH ELM,,,,
27/03/2017,-28.98,PAYMENT,CO-OP GROUP,,,,
27/03/2017,-33.15,PAYMENT,SHELL KINGSTON HIL,,,,
27/03/2017,-5.25,PAYMENT,CHINA ROYAL BEIJIN,,,,
27/03/2017,-10.75,PAYMENT,NETFLIX.COM,,,,
27/03/2017,-40,CASH,COSTA COFFEE,,,,
27/03/2017,-27.45,PAYMENT,THE CANBURY ARMS,,,,
27/03/2017,-3.35,PAYMENT,PRET A MANGER,,,,
27/03/2017,-5.4,PAYMENT,WWW.CHECKMYFILE.CO,,,,
27/03/2017,-6.45,PAYMENT,CH&CO CATERING LTD,,,,
27/03/2017,-5.3,PAYMENT,CO-OP GROUP,,,,
27/03/2017,-15.1,PAYMENT,POST OFFICE COUNTE,,,,
27/03/2017,-9.99,PAYMENT,CATERPILLARS CAFE,,,,
27/03/2017,-10.78,PAYMENT,RINGGO,,,,
27/03/2017,-22.75,PAYMENT,JOHN LEWIS,,,,
27/03/2017,-4.8,PAYMENT,CATERPILLARS CAFE,,,,
27/03/2017,-21.6,PAYMENT,BENTALL CENTRE,,,,
27/03/2017,-10.58,PAYMENT,ITSU LTD,,,,
27/03/2017,-3.15,PAYMENT,WAITROSE,,,,
27/03/2017,-2.89,PAYMENT,CO-OP GROUP,,,,
27/03/2017,-58,PAYMENT,SARAH LLOYD,,,,
27/03/2017,-5.85,PAYMENT,RSS MOUNTAIN ASH,,,,
27/03/2017,-10.47,PAYMENT,CO-OP GROUP,,,,
27/03/2017,-4.48,PAYMENT,CO-OP GROUP,,,,
27/03/2017,-100.71,PAYMENT,LUCY WHITE,,,,
27/03/2017,-76,PAYMENT,CO-OP GROUP,,,,
27/03/2017,-18,PAYMENT,TESCO STORES,,,,
27/03/2017,-2.4,PAYMENT,THE GROVE,,,,
24/03/2017,-2.4,PAYMENT,WHITESANDS BEACH C,,,,
24/03/2017,-2.65,PAYMENT,Amazon Prime,,,,
24/03/2017,-4.8,OTH,BLUESTONEWALES.COM,,,,
24/03/2017,-19.3,PAYMENT,Amazon Digital Dwn,,,,
24/03/2017,-6.3,PAYMENT,ANNA'S WELSH ZOO,,,,
24/03/2017,-24.82,PAYMENT,ANNA'S WELSH ZOO,,,,
24/03/2017,-9.3,OTH,FORGE FILLING STN,,,,
24/03/2017,-10,CASH,PRESELI SERVICES,,,,
23/03/2017,-70,CASH,BT WIFI WITH FON,,,,
23/03/2017,-4.8,PAYMENT,MOTO CHIEVELEY COS,,,,
23/03/2017,-21.6,PAYMENT,TESCO STORES-,,,,
23/03/2017,-7.99,PAYMENT,TESCO STORES,,,,
23/03/2017,-3.99,PAYMENT,MOTO CHIEVELEY WH,,,,
23/03/2017,-8.99,PAYMENT,NCP LTD,,,,
23/03/2017,-8.6,PAYMENT,GREEN OAK,,,,
23/03/2017,-2.55,OTH,CO-OP GROUP,,,,
23/03/2017,-5.75,PAYMENT,MALMAISON READING,,,,
23/03/2017,-7.99,PAYMENT,LUCY WHITE,,,,
22/03/2017,-330,FT,HOMEBASE LTD,,,,
22/03/2017,-4980,FT,WH SMITH,,,,
22/03/2017,4980,FT,BOOTS,,,,
22/03/2017,-1523.13,FT,SHELL KINGSTON HIL,,,,
22/03/2017,-1766.1,FT,NEXT,,,,
22/03/2017,4500,BBP,NEXT,,,,
22/03/2017,30,FT,FOOD FOR THOUGHT,,,,
22/03/2017,-4.8,PAYMENT,LOCAL HERO (KINGST,,,,
22/03/2017,-21.6,PAYMENT,WATERSTONES,,,,
22/03/2017,-2.6,PAYMENT,NEW LOOK,,,,
22/03/2017,-2.5,OTH,GAP,,,,
22/03/2017,-2.75,OTH,H&M,,,,
22/03/2017,-19.4,CASH,Amazon UK Retail,,,,
21/03/2017,-4.8,PAYMENT,KINDLE-TechnologyR,,,,
21/03/2017,-21.6,PAYMENT,DELIVEROO.CO.UK,,,,
21/03/2017,-7,PAYMENT,HMRC SELF ASSESSME,,,,
21/03/2017,-1.85,PAYMENT,RB OF KINGSTON PAR,,,,
21/03/2017,-77.82,PAYMENT,MR&MRS SMITH,,,,
21/03/2017,-7.75,PAYMENT,CO-OP GROUP,,,,
21/03/2017,-2445.68,PAYMENT,CHINOS LIMITED,,,,
21/03/2017,-2.6,PAYMENT,LUCY WHITE,,,,
21/03/2017,-7.7,PAYMENT,COSTA COFFEE,,,,
20/03/2017,-50,CASH,LAUREL PHARMACY,,,,
20/03/2017,200,FT,TICKETOFFICESALE,,,,
20/03/2017,-6.2,PAYMENT,BOOTS,,,,
20/03/2017,-17.06,PAYMENT,GOOGLE,,,,
20/03/2017,-22.01,PAYMENT,PAYPAL,,,,
20/03/2017,-54.55,PAYMENT,ITSU LTD,,,,
20/03/2017,-4.2,PAYMENT,BENTALLS KINGSTON,,,,
20/03/2017,-7.99,PAYMENT,BOOTS,,,,
20/03/2017,-8.2,PAYMENT,JOHN LEWIS,,,,
20/03/2017,2445,FT,PAYPAL,,,,
20/03/2017,-49.23,DIRECTDEBIT,RINGGO,,,,
20/03/2017,-20,DIRECTDEBIT,PEMBROKE LODGE,,,,
20/03/2017,-2.69,PAYMENT,PRET A MANGER,,,,
20/03/2017,-2.39,PAYMENT,SAINSBURYS S/MKTS,,,,
20/03/2017,-3.18,PAYMENT,RINGGO,,,,
20/03/2017,-30,PAYMENT,CO-OP GROUP,,,,
20/03/2017,-7.99,PAYMENT,ITSU LTD,,,,
20/03/2017,-10,CASH,COSTA COFFEE,,,,
20/03/2017,-4.04,PAYMENT,BOOTS,,,,
20/03/2017,-118.54,PAYMENT,HOP VIETNAMESE LTD,,,,
20/03/2017,-15,PAYMENT,SAINSBURYS S/MKT,,,,
17/03/2017,300,BCC,DELIVEROO.CO.UK,,,,
17/03/2017,-20,PAYMENT,R A BEVAN&CO LTD,,,,
17/03/2017,-6.6,OTH,STARBUCKS,,,,
17/03/2017,-21.6,PAYMENT,SHELL KINGSTON HIL,,,,
17/03/2017,-2.6,OTH,SAINSBURYS S/MKTS,,,,
17/03/2017,-2.7,OTH,LUCY WHITE,,,,
17/03/2017,100,FT,CO-OP GROUP,,,,
17/03/2017,-5.84,PAYMENT,MOTHERCARE,,,,
17/03/2017,-46.49,CASH,PAPERCHASE PRODUCT,,,,
16/03/2017,-12,FT,BENTALL CENTRE,,,,
16/03/2017,-1.85,PAYMENT,HALFORDS,,,,
16/03/2017,-6.99,PAYMENT,BENTALLS KINGSTON,,,,
16/03/2017,-18.33,PAYMENT,PRET A MANGER,,,,
16/03/2017,-2.14,PAYMENT,BREWDOG CLAPHAM,,,,
16/03/2017,-11.75,PAYMENT,BOOTS,,,,
16/03/2017,-6.3,OTH,CLAS OHLSON,,,,
16/03/2017,-1.5,PAYMENT,PAYPAL,,,,
16/03/2017,-4.14,OTH,EAT,,,,
16/03/2017,-21.6,PAYMENT,LE PAIN QUOTIDIEN,,,,
16/03/2017,-2.75,PAYMENT,ITSU LTD,,,,
16/03/2017,-10,DIRECTDEBIT,AIRBNB,,,,
15/03/2017,-10,CASH,POD,,,,
15/03/2017,-3000,FT,BOOTS,,,,
15/03/2017,3000,FT,NEXT DIRECTORY,,,,
15/03/2017,7.6,BCC,TESCO STORES,,,,
15/03/2017,-3.99,PAYMENT,Amazon Digital Dwn,,,,
15/03/2017,-2.4,PAYMENT,Amazon Digital Dwn,,,,
15/03/2017,-20.69,PAYMENT,Amazon Digital Dwn,,,,
15/03/2017,-1.85,PAYMENT,WAITROSE,,,,
15/03/2017,-4.8,PAYMENT,THE BEER HOUSE,,,,
15/03/2017,-21.6,PAYMENT,ITSU LTD,,,,
15/03/2017,-2.2,PAYMENT,BEKONSCOT MODEL VI,,,,
15/03/2017,-1.76,PAYMENT,CO-OP GROUP,,,,
15/03/2017,-2.2,PAYMENT,WWW.CHECKMYFILE.CO,,,,
15/03/2017,-2.75,PAYMENT,ODEON,,,,
15/03/2017,-4.25,PAYMENT,SHELL KINGSTON HIL,,,,
15/03/2017,-20,REPEATPMT,WAITROSE,,,,
15/03/2017,-30,CASH,SIX BELLS,,,,
14/03/2017,-4.8,PAYMENT,DEEA BANGLADESHI,,,,
14/03/2017,-10.77,PAYMENT,THE BEER HOUSE,,,,
14/03/2017,-2.3,PAYMENT,ITSU LTD,,,,
14/03/2017,-4.44,PAYMENT,COSTA COFFEE,,,,
14/03/2017,-6.48,PAYMENT,OLIVER BONAS LTD,,,,
14/03/2017,-3.15,PAYMENT,MY CREDIT MONITOR,,,,
14/03/2017,-67.67,PAYMENT,GAP,,,,
14/03/2017,-7.34,PAYMENT,EQUIFAX LTD,,,,
14/03/2017,-110,PAYMENT,WAITROSE,,,,
14/03/2017,-1.5,PAYMENT,CO-OP GROUP,,,,
14/03/2017,-140,FT,CO-OP GROUP,,,,
14/03/2017,120.3,FT,LE PAIN QUOTIDIEN,,,,
14/03/2017,110,FT,CO-OP GROUP,,,,
14/03/2017,262.8,FT,LAUREL PHARMACY,,,,
13/03/2017,-16.24,PAYMENT,THE WYCH ELM,,,,
13/03/2017,-11.68,PAYMENT,THE WYCH ELM,,,,
13/03/2017,-8.94,PAYMENT,COSTA COFFEE,,,,
13/03/2017,-7.1,PAYMENT,CO-OP GROUP,,,,
13/03/2017,-20.25,PAYMENT,CO-OP GROUP,,,,
13/03/2017,-19.75,PAYMENT,KIE LTD,,,,
13/03/2017,-37,PAYMENT,Amazon Digital Dwn,,,,
13/03/2017,-155,PAYMENT,WAITROSE,,,,
13/03/2017,-5.4,PAYMENT,COSTA COFFEE,,,,
13/03/2017,-6,PAYMENT,ITSU LTD,,,,
13/03/2017,-33.87,PAYMENT,SAINSBURYS S/MKT,,,,
13/03/2017,-18.99,PAYMENT,CO-OP GROUP,,,,
13/03/2017,-16.8,PAYMENT,LUCY WHITE,,,,
13/03/2017,-6.7,PAYMENT,CO-OP GROUP,,,,
13/03/2017,-5,PAYMENT,BOCKETTS FARM SHOP,,,,
13/03/2017,-14.95,PAYMENT,CORAL REEF,,,,
13/03/2017,-5.2,PAYMENT,BOCKETTS FARM SHOP,,,,
13/03/2017,-120.3,PAYMENT,JOHN LEWIS F S LTD,,,,
13/03/2017,-10.3,PAYMENT,THE WYCH ELM,,,,
13/03/2017,-11.18,PAYMENT,COSTA COFFEE,,,,
10/03/2017,-200,CASH,WATERSTONES,,,,
10/03/2017,144,FT,SAINSBURYS S/MKT,,,,
10/03/2017,-144,PAYMENT,EAT LTD,,,,
10/03/2017,-4.8,PAYMENT,THE WYCH ELM,,,,
10/03/2017,-21.6,PAYMENT,GOOGLE,,,,
10/03/2017,-2.6,PAYMENT,WASABI FINSBURY PA,,,,
10/03/2017,-2.3,PAYMENT,Uber BV,,,,
10/03/2017,-3.9,OTH,CAROLINE RUTH BIRTHDAY,,,,
10/03/2017,-117.98,DIRECTDEBIT,COSTA COFFEE,,,,
09/03/2017,-12.04,PAYMENT,Fabletics,,,,
09/03/2017,-4.8,PAYMENT,GLOBE,,,,
09/03/2017,-7.99,PAYMENT,GLOBE,,,,
09/03/2017,-86,PAYMENT,ITSU LTD,,,,
09/03/2017,-1.85,PAYMENT,KINDLE-TechnologyR,,,,
09/03/2017,-4.8,PAYMENT,SHELL KINGSTON HIL,,,,
09/03/2017,-21.6,PAYMENT,POD,,,,
09/03/2017,-7.03,OTH,BOOTS,,,,
09/03/2017,-12.05,PAYMENT,COSTA COFFEE,,,,
09/03/2017,-31.76,PAYMENT,JO JO MAMAN BEBE,,,,
09/03/2017,-2.75,OTH,JOHN LEWIS,,,,
09/03/2017,-27.34,PAYMENT,WAITROSE,,,,
09/03/2017,-4.95,PAYMENT,FOOD FOR THOUGHT,,,,
09/03/2017,-8.79,PAYMENT,FORTUNELLA,,,,
08/03/2017,-100,CASH,CO-OP GROUP,,,,
08/03/2017,300,BCC,CO-OP GROUP,,,,
08/03/2017,-12,PAYMENT,CENTAUR EVENTS,,,,
08/03/2017,-262.8,PAYMENT,ACE OF SPADES,,,,
08/03/2017,-2.4,OTH,SHELL KINGSTON HIL,,,,
08/03/2017,-2.4,PAYMENT,THE WYCH ELM,,,,
08/03/2017,-21.6,PAYMENT,JOHN LEWIS,,,,
08/03/2017,-3.9,PAYMENT,BENTALL CENTRE,,,,
08/03/2017,-2.5,OTH,FORTUNELLA,,,,
08/03/2017,-352.24,PAYMENT,PAPERCHASE PRODUCT,,,,
08/03/2017,-4.3,PAYMENT,COSTA COFFEE,,,,
08/03/2017,-7.99,PAYMENT,WASABI FINSBURY PA,,,,
08/03/2017,-1.99,PAYMENT,ZARA HOME,,,,
08/03/2017,-3.25,PAYMENT,THE GRILL,,,,
08/03/2017,-5.95,DIRECTDEBIT,CO-OP GROUP,,,,
07/03/2017,-10,CASH,COSTA COFFEE,,,,
07/03/2017,-7.99,PAYMENT,VINOTECA FARRINGDO,,,,
07/03/2017,-1.85,PAYMENT,CO-OP GROUP,,,,
07/03/2017,-4.25,PAYMENT,ITSU LTD,,,,
07/03/2017,-47.78,PAYMENT,LUCY WHITE,,,,
07/03/2017,-300,PAYMENT,CO-OP GROUP,,,,
07/03/2017,-11.97,PAYMENT,ITSU LTD,,,,
07/03/2017,-300,PAYMENT,SACAT MARKS&SPEN,,,,
07/03/2017,980,FT,COSTA COFFEE,,,,
07/03/2017,-2.99,PAYMENT,HISTORIC ROYAL,,,,
07/03/2017,-14.34,PAYMENT,CO-OP GROUP,,,,
07/03/2017,-0.79,PAYMENT,BODEANS BBQ,,,,
06/03/2017,-30,CASH,WAITROSE,,,,
06/03/2017,-630,CASH,WAITROSE,,,,
06/03/2017,-17.5,PAYMENT,CO-OP GROUP,,,,
06/03/2017,-4.5,PAYMENT,JOHN LEWIS,,,,
06/03/2017,-15.85,PAYMENT,LOCAL HERO (KINGST,,,,
06/03/2017,-12.25,PAYMENT,THE WYCH ELM,,,,
06/03/2017,-12,PAYMENT,ITSU LTD,,,,
06/03/2017,-10.6,PAYMENT,WHISTLESTOP,,,,
06/03/2017,-16.95,PAYMENT,HOBBLEDOWN LIMITED,,,,
06/03/2017,-24.43,DIRECTDEBIT,HOBBLEDOWN LIMITED,,,,
06/03/2017,-11,PAYMENT,HOBBLEDOWN LIMITED,,,,
06/03/2017,-54.35,PAYMENT,HOTEL DU VIN CANNI,,,,
06/03/2017,-49.32,PAYMENT,THE BEER HOUSE,,,,
06/03/2017,-8.65,PAYMENT,CO-OP GROUP,,,,
06/03/2017,-75.98,PAYMENT,JCF CAR CLINIC,,,,
06/03/2017,-16.87,PAYMENT,CO-OP GROUP,,,,
06/03/2017,-2.4,PAYMENT,ITSU LTD,,,,
06/03/2017,-3.49,PAYMENT,COSTA COFFEE,,,,
06/03/2017,-7.4,PAYMENT,CO-OP GROUP,,,,
06/03/2017,-6,PAYMENT,COSTA COFFEE,,,,
06/03/2017,-31.98,PAYMENT,BOOTS,,,,
06/03/2017,-26,PAYMENT,JOHN LEWIS,,,,
06/03/2017,-5.97,PAYMENT,WAITROSE,,,,
06/03/2017,-19.7,PAYMENT,T K MAXX,,,,
03/03/2017,-4.8,PAYMENT,DEEA BANGLADESHI,,,,
03/03/2017,-6.99,PAYMENT,BOATERS,,,,
03/03/2017,-1.95,PAYMENT,CO-OP GROUP,,,,
03/03/2017,-2.75,PAYMENT,QUEENS GASTRO BAR,,,,
03/03/2017,-3.69,PAYMENT,WWW.NETFLIX.COM,,,,
03/03/2017,-34.95,PAYMENT,TESCO STORES,,,,
03/03/2017,-2.4,OTH,COSTA COFFEE,,,,
03/03/2017,-2.4,PAYMENT,SELFSERVE TICKET,,,,
03/03/2017,-86.98,PAYMENT,CO-OP GROUP,,,,
03/03/2017,-21.6,PAYMENT,THE WYCH ELM,,,,
03/03/2017,-4.98,PAYMENT,CO-OP GROUP,,,,
03/03/2017,-2.75,PAYMENT,THE CLEAN MACHINE,,,,
03/03/2017,-1.6,OTH,THE CANBURY ARMS,,,,
03/03/2017,-180.93,PAYMENT,THE SINGER TAVERN,,,,
03/03/2017,-73,PAYMENT,ALL BAR,,,,
02/03/2017,-30,CASH,K10,,,,
02/03/2017,-20,CASH,THE GOAT,,,,
02/03/2017,-3374.2,PAYMENT,THE GOAT,,,,
02/03/2017,253.93,FT,THE GOAT,,,,
02/03/2017,3374.2,FT,BOOTS,,,,
02/03/2017,-41.05,PAYMENT,WAITROSE,,,,
02/03/2017,-4.8,PAYMENT,STELLA&DOT EMEA,,,,
02/03/2017,-14,PAYMENT,MARKS&SPENCER,,,,
02/03/2017,-8.15,PAYMENT,THE WYCH ELM,,,,
02/03/2017,-1.85,PAYMENT,WH SMITH,,,,
02/03/2017,-4.64,PAYMENT,THE WYCH ELM,,,,
02/03/2017,-4.8,PAYMENT,COTE RICHMOND,,,,
02/03/2017,-21.6,PAYMENT,RINGGO,,,,
02/03/2017,-1.6,OTH,RINGGO,,,,
02/03/2017,-2.3,OTH,CO-OP GROUP,,,,
02/03/2017,-1.9,PAYMENT,WWW.JUST EAT.CO.UK,,,,
01/03/2017,-60,PAYMENT,ALL BAR,,,,
01/03/2017,-10000,PAYMENT,ALL BAR,,,,
01/03/2017,-4.8,PAYMENT,PISTACHIOS IN THE,,,,
01/03/2017,-7,PAYMENT,ESURE MOTOR R/T,,,,
01/03/2017,-3.95,PAYMENT,ESSO REIGATE MANOR,,,,
01/03/2017,-9.99,PAYMENT,REIGATE&BANSTEAD,,,,
01/03/2017,-21.6,PAYMENT,THE BEER HOUSE,,,,
01/03/2017,-4.8,PAYMENT,K10,,,,
01/03/2017,-4.05,PAYMENT,SELFSERVE TICKET,,,,
01/03/2017,-2.6,PAYMENT,HOTEL DU VIN CANNI,,,,
01/03/2017,-1.35,PAYMENT,CO-OP GROUP,,,,
01/03/2017,-1.9,PAYMENT,POST OFFICE COUNTE,,,,
01/03/2017,-500,FT,THE OLD NICK,,,,
01/03/2017,-631.23,PAYMENT,THE OLD NICK,,,,
01/03/2017,-9.5,OTH,CO-OP GROUP,,,,
01/03/2017,-6,OTH,ITUNES.COM/BILL,,,,
01/03/2017,-15.5,OTH,TESCO STORES,,,,
01/03/2017,4,OTH,ROYAL EXCHANGE GRA,,,,
01/03/2017,10000,OTH,MARKS&SPENCER,,,,
01/03/2017,-10000,PAYMENT,RYMAN,,,,
01/03/2017,-216.95,PAYMENT,LOCAL HERO (KINGST,,,,
01/03/2017,-10000,FT,COSTA COFFEE,,,,
01/03/2017,-18.8,DIRECTDEBIT,PRET A MANGER,,,,
01/03/2017,-18.8,DIRECTDEBIT,K10,,,,
01/03/2017,-23.62,DIRECTDEBIT,ITUNES.COM/BILL,,,,
01/03/2017,-2534.58,DIRECTDEBIT,WWW.DVLA.GOV.UK,,,,
01/03/2017,20000,DIRECTDEP,HASTINGS INSURANCE,,,,
