Date,Amount,Subcategory,ITEM,,,,
03/09/2019,-1.7,PAYMENT,DYNAMIC EARTH CAFE,,,,
03/09/2019,-14.99,PAYMENT,UBER TRIP HELP.UBE,,,,
03/09/2019,-7.15,PAYMENT,PAYPAL,,,,
03/09/2019,-15.8,PAYMENT,NANDOS EDINBURGH,,,,
03/09/2019,-1.59,PAYMENT,Lothian Buses Ltd.,,,,
03/09/2019,-62.19,PAYMENT,IZ,,,,
03/09/2019,-210,REPEATPMT,AMZN DIGITAL,,,,
03/09/2019,-85,DIRECTDEBIT,WATERSTONES,,,,
02/09/2019,-5.09,PAYMENT,WATERSTONES,,,,
02/09/2019,-0.89,PAYMENT,THE BELL STREET KI,,,,
02/09/2019,-9.55,PAYMENT,SLIPSHOE ST DENTAL,,,,
02/09/2019,-3,PAYMENT,NEW SOUTHERN RAILW,,,,
02/09/2019,-3,PAYMENT,MARTIN MCCOLL,,,,
02/09/2019,-2400,DIRECTDEBIT,Charlie Brown Hair,,,,
02/09/2019,-585.03,DIRECTDEBIT,Patreon,,,,
02/09/2019,-26.25,DIRECTDEBIT,ITUNES.COM/BILL,,,,
02/09/2019,-46,DIRECTDEBIT,WM MORRISONS STORE,,,,
02/09/2019,-2.5,PAYMENT,HOLLAND&BARRETT,,,,
02/09/2019,-17.98,PAYMENT,COSTA COFFEE,,,,
02/09/2019,-3,PAYMENT,BOOTS,,,,
02/09/2019,-6.5,PAYMENT,SMALLFIELD RIDING,,,,
02/09/2019,-3.99,PAYMENT,MILK&MORE,,,,
02/09/2019,-35.4,PAYMENT,REIGATE,,,,
02/09/2019,-77.96,PAYMENT,PUCCINO'S REDHILL,,,,
02/09/2019,77.96,FT,FREEDOM LEISURE,,,,
02/09/2019,250,FT,FREEDOM LEISURE,,,,
02/09/2019,-3.49,PAYMENT,RINGGO PARKING,,,,
02/09/2019,-250,CASH,NYA,,,,
02/09/2019,-16.66,PAYMENT,NYA,,,,
02/09/2019,-3,PAYMENT,NYA,,,,
02/09/2019,-2.6,PAYMENT,NEXT DIRECTORY,,,,
02/09/2019,-3,PAYMENT,MOUNTAIN WAREHOUSE,,,,
02/09/2019,-3.15,PAYMENT,AMZNMktplace,,,,
02/09/2019,-7,PAYMENT,TH DOLMAN CHEMIST,,,,
30/08/2019,-2.6,PAYMENT,HOMEBASE LTD,,,,
30/08/2019,-2.1,PAYMENT,CO-OP GROUP FOOD,,,,
30/08/2019,-3.05,PAYMENT,CHALK HILLS BAKERY,,,,
30/08/2019,-2.99,PAYMENT,C BREWER&SONS,,,,
30/08/2019,-3.79,PAYMENT,WWW.FREEDOM-LEISUR,,,,
30/08/2019,-2,PAYMENT,DDC REIGATE,,,,
30/08/2019,-0.99,PAYMENT,CYCLESCHEME LTD,,,,
30/08/2019,-5.37,PAYMENT,COOL MILK AT SCHOO,,,,
30/08/2019,-1.65,PAYMENT,SAINSBURYS S/MKTS,,,,
30/08/2019,-2.85,PAYMENT,M&S SIMPLY FOOD -,,,,
30/08/2019,7766.63,DIRECTDEP,COSTA COFFEE,,,,
29/08/2019,-21.85,CASH,BP HILLSIDE CONNEC,,,,
29/08/2019,-20.88,PAYMENT,HOMEBASE LTD,,,,
29/08/2019,-26.98,PAYMENT,B&Q,,,,
29/08/2019,-3.4,PAYMENT,AMZNMktplace,,,,
29/08/2019,-2,PAYMENT,FACEBK,,,,
29/08/2019,-3,PAYMENT,SAINSBURYS PETROL,,,,
29/08/2019,-2,PAYMENT,MCDONALDS,,,,
29/08/2019,-104.52,PAYMENT,MARKS&SPENCER PLC,,,,
29/08/2019,-39.18,PAYMENT,HOMEBASE LTD,,,,
29/08/2019,-11.99,PAYMENT,TESCO STORES,,,,
28/08/2019,40,BCC,MARKET STORES,,,,
28/08/2019,-2.3,PAYMENT,LONDIS,,,,
28/08/2019,-8.98,PAYMENT,LEIGH DELAMERE S/W,,,,
28/08/2019,-3,PAYMENT,Jungle Rumble (Bri,,,,
28/08/2019,-34.46,PAYMENT,HAWKINS BAZAAR BRI,,,,
28/08/2019,-3,PAYMENT,COSTA COFFEE,,,,
27/08/2019,-3,PAYMENT,CABOT CIRCUS CAR P,,,,
27/08/2019,-1.58,PAYMENT,BIG BAO,,,,
27/08/2019,-7.6,PAYMENT,YO SUSHI,,,,
27/08/2019,-5.98,PAYMENT,EVEREST SPICE,,,,
27/08/2019,-13,PAYMENT,ADOBE PHOTOGPHY PL,,,,
27/08/2019,-224.9,PAYMENT,M&S SIMPLY FOOD,,,,
27/08/2019,-67.03,PAYMENT,FLORIOGRAPHY BY VE,,,,
27/08/2019,-43.4,PAYMENT,RONTEC REIGATE MAN,,,,
27/08/2019,-9.98,PAYMENT,MILK&MORE,,,,
27/08/2019,-5.5,PAYMENT,WM MORRISONS STORE,,,,
27/08/2019,-2.2,PAYMENT,PUCCINOS REDHILL P,,,,
27/08/2019,-27.25,PAYMENT,EAT LTD,,,,
27/08/2019,-4,PAYMENT,COSTA COFFEE,,,,
27/08/2019,-5.2,PAYMENT,SAINSBURYS S/MKTS,,,,
27/08/2019,-53,PAYMENT,GOOGLE,,,,
27/08/2019,-1.5,PAYMENT,1ST STOP STATIONER,,,,
27/08/2019,-12,PAYMENT,WATERSTONES,,,,
27/08/2019,-7.8,PAYMENT,PUCCINO'S REDHILL,,,,
27/08/2019,-145.55,PAYMENT,HN&WM LTD,,,,
27/08/2019,-3.05,PAYMENT,DDC REIGATE,,,,
27/08/2019,-19.9,PAYMENT,WWW.PRIMROSE.CO.UK,,,,
27/08/2019,-2.8,PAYMENT,MORLEY AUTO SERVIC,,,,
27/08/2019,-19.5,PAYMENT,PUCCINOS REDHILL P,,,,
27/08/2019,-44.34,PAYMENT,POST OFFICE COUNTE,,,,
27/08/2019,-40.68,PAYMENT,COSTA COFFEE,,,,
27/08/2019,-14.99,PAYMENT,WM MORRISONS STORE,,,,
23/08/2019,-10.99,PAYMENT,DDC REIGATE,,,,
23/08/2019,-8,PAYMENT,Prime Video,,,,
23/08/2019,-15.5,PAYMENT,GOOGLE,,,,
23/08/2019,-2,PAYMENT,THE GARIBALDI,,,,
23/08/2019,-18.4,PAYMENT,THE GARIBALDI,,,,
23/08/2019,-5,PAYMENT,SMALLFIELD RIDING,,,,
23/08/2019,-31,PAYMENT,COSTA @ NEXT,,,,
23/08/2019,-7.15,PAYMENT,WWW.KYBOTECH.CO.UK,,,,
23/08/2019,-2.85,PAYMENT,WM MORRISONS STORE,,,,
23/08/2019,-47,PAYMENT,GOOGLE,,,,
23/08/2019,-800,OTH,Prime Video,,,,
23/08/2019,800,FT,WM MORRISONS STORE,,,,
22/08/2019,-14.9,PAYMENT,DDC REIGATE,,,,
22/08/2019,-10,CASH,COSTA COFFEE,,,,
22/08/2019,-10,CASH,WAGAMAMA,,,,
22/08/2019,-5.95,PAYMENT,WM MORRISONS STORE,,,,
22/08/2019,-16.25,PAYMENT,URBAN EXPRESS,,,,
22/08/2019,-1.5,PAYMENT,PUCCINOS REDHILL P,,,,
22/08/2019,-18.95,PAYMENT,GOOGLE,,,,
22/08/2019,-8.65,PAYMENT,AMZNMktplace,,,,
22/08/2019,-4.2,PAYMENT,WH SMITH,,,,
22/08/2019,-28,PAYMENT,PUCCINOS REDHILL P,,,,
22/08/2019,-51,PAYMENT,MUFFIN BREAK REDHI,,,,
22/08/2019,-7.99,PAYMENT,MARKS&SPENCER PLC,,,,
22/08/2019,-20,CASH,MARKS&SPENCER PLC,,,,
21/08/2019,-3.8,PAYMENT,HOMEBASE LTD,,,,
21/08/2019,-11.99,PAYMENT,EVEREST SPICE,,,,
21/08/2019,-5.8,PAYMENT,CLAIRE'S ACCESSORI,,,,
21/08/2019,-1.89,PAYMENT,CLAIRE'S ACCESSORI,,,,
21/08/2019,-6.4,PAYMENT,Belfry Shop,,,,
21/08/2019,-49,PAYMENT,WKZRESUME BUILDER PUERTO RICO,,,,
21/08/2019,-54.58,DIRECTDEBIT,SCREWFIX DIRECT LT,,,,
20/08/2019,-250,PAYMENT,RISTRETTO,,,,
20/08/2019,-9.35,PAYMENT,PUCCINOS REDHILL P,,,,
20/08/2019,-8.65,PAYMENT,COUGHLANS BAKERY R,,,,
20/08/2019,-13.49,PAYMENT,SAINSBURYS MASTERC,,,,
20/08/2019,-94.27,PAYMENT,REIGATE,,,,
20/08/2019,-27.99,PAYMENT,WM MORRISONS STORE,,,,
20/08/2019,-40,CASH,COSTA COFFEE,,,,
19/08/2019,-1000,FT,AMZNMktplace,,,,
19/08/2019,1854.67,DIRECTDEP,ALDI STORES LTD,,,,
19/08/2019,-21.36,PAYMENT,WAITROSE,,,,
19/08/2019,-7,PAYMENT,WAITROSE,,,,
19/08/2019,-15.8,PAYMENT,WAITROSE,,,,
19/08/2019,-25.99,PAYMENT,SOUTHWATER COUNTRY,,,,
19/08/2019,-2.7,PAYMENT,RINGGO PARKING,,,,
19/08/2019,-3.95,PAYMENT,HOMEBASE LTD,,,,
19/08/2019,-8.18,PAYMENT,BRITANNIA PARKING,,,,
19/08/2019,-55,PAYMENT,WAGAMAMA,,,,
19/08/2019,-35.82,DIRECTDEBIT,SHERE DELIGHTS,,,,
19/08/2019,-16,PAYMENT,HOMEBASE LTD,,,,
19/08/2019,-20,PAYMENT,HILLIER NURSERIES,,,,
19/08/2019,-30,CASH,SHELL BUCKLAND,,,,
19/08/2019,-5.28,PAYMENT,COSTA COFFEE,,,,
19/08/2019,-3.8,PAYMENT,THE BLACK HORSE,,,,
19/08/2019,-9.25,PAYMENT,WH SMITH,,,,
19/08/2019,-7,PAYMENT,TONI'S DINER,,,,
19/08/2019,-60,PAYMENT,TONI'S DINER,,,,
19/08/2019,-78.52,PAYMENT,SSP IRELAND LTD,,,,
16/08/2019,-7.59,PAYMENT,BUTLERS CHOCOLATES,,,,
16/08/2019,-3.4,PAYMENT,MARKS&SPENCER PLC,,,,
16/08/2019,-31.5,PAYMENT,M&S SIMPLY FOOD -,,,,
16/08/2019,-2.85,PAYMENT,COSTA COFFEE,,,,
16/08/2019,-10,DIRECTDEBIT,BETWEEN THE LINES,,,,
16/08/2019,-20,CASH,TESCO STORE,,,,
15/08/2019,-120,PAYMENT,COSTA COFFEE,,,,
15/08/2019,-1.09,PAYMENT,TK MAXX,,,,
15/08/2019,-9,PAYMENT,NOWTV.COM/BILLINGH,,,,
15/08/2019,-2.25,PAYMENT,ALDI STORES LTD,,,,
15/08/2019,-3,PAYMENT,Audible.co.uk,,,,
15/08/2019,-91.2,PAYMENT,BRENDAN MURPHY TAX,,,,
15/08/2019,-12,PAYMENT,SHOPIFY,,,,
15/08/2019,-1.25,PAYMENT,WM MORRISONS STORE,,,,
15/08/2019,-38,PAYMENT,THE CHILDRENS TRUS,,,,
15/08/2019,-91,PAYMENT,COSTA COFFEE,,,,
15/08/2019,-20,REPEATPMT,BRITISH HEART FOUN,,,,
15/08/2019,-15,FT,AMZNMKTPLACE AMAZO,,,,
14/08/2019,-11.36,PAYMENT,JOHN LEWIS FINANCIAL,,,,
14/08/2019,-7.8,PAYMENT,WM MORRISONS STORE,,,,
14/08/2019,-25.98,PAYMENT,WM MORRISONS STORE,,,,
14/08/2019,-20,CASH,HOMEBASE LTD,,,,
14/08/2019,13,FT,B&Q,,,,
14/08/2019,-50,FT,ITUNES.COM/BILL,,,,
13/08/2019,-30,OTH,PAYPAL,,,,
13/08/2019,-9,PAYMENT,PAYPAL,,,,
13/08/2019,-13.98,PAYMENT,BP HILLSIDE CONNEC,,,,
13/08/2019,-10.1,PAYMENT,WH SMITH TRAVEL,,,,
13/08/2019,-3.5,PAYMENT,Vue Cinemas,,,,
13/08/2019,-2.1,PAYMENT,Vue Cinemas,,,,
13/08/2019,-3,PAYMENT,STARBUCKS,,,,
13/08/2019,-6.19,PAYMENT,SAINSBURYS S/MKTS,,,,
13/08/2019,-8.29,PAYMENT,PUCCINO'S REDHILL,,,,
13/08/2019,-18.99,DIRECTDEBIT,NEW SOUTHERN RAILW,,,,
12/08/2019,50,OTH,MONMOUTH COFFEE,,,,
12/08/2019,-5.76,PAYMENT,IZ,,,,
12/08/2019,-8,PAYMENT,CMT UK LTD TAXI FA,,,,
12/08/2019,-7.1,PAYMENT,BURGER KING,,,,
12/08/2019,-19.9,PAYMENT,VUE BSL LTD,,,,
12/08/2019,-14.71,PAYMENT,Saba UK-GTR,,,,
12/08/2019,-7.99,PAYMENT,MILK&MORE,,,,
12/08/2019,-2,PAYMENT,AMZNMktplace,,,,
12/08/2019,-6,PAYMENT,ADOBE STOCK,,,,
12/08/2019,-23.95,PAYMENT,Swots,,,,
12/08/2019,-9.6,PAYMENT,MARTIN MCCOLL,,,,
12/08/2019,-3,PAYMENT,HOMEBASE LTD,,,,
12/08/2019,-7.25,PAYMENT,AMAZON.CO.UK,,,,
12/08/2019,-46.4,PAYMENT,Amazon Prime,,,,
12/08/2019,-2.7,PAYMENT,WM MORRISONS STORE,,,,
12/08/2019,-97.35,PAYMENT,WH SMITH,,,,
12/08/2019,-7.99,PAYMENT,THE BELL STREET KI,,,,
09/08/2019,-8.24,PAYMENT,MARKS&SPENCER PLC,,,,
09/08/2019,-23.94,PAYMENT,EAT LTD,,,,
09/08/2019,-16.25,PAYMENT,DORKING HALLS,,,,
09/08/2019,-4.7,PAYMENT,COSTA COFFEE,,,,
09/08/2019,-8.35,PAYMENT,The metal store,,,,
09/08/2019,-2.85,PAYMENT,AMZNMktplace,,,,
08/08/2019,-24.59,PAYMENT,WH SMITH TRAVEL,,,,
08/08/2019,-10.55,PAYMENT,WELCOME BREAK STAR,,,,
08/08/2019,-9.65,PAYMENT,PUCCINO'S REDHILL,,,,
08/08/2019,-4.47,PAYMENT,CAFFE KIX,,,,
08/08/2019,-3.5,PAYMENT,CAFFE KIX,,,,
08/08/2019,-2.55,PAYMENT,THE METAL STORE,,,,
08/08/2019,-81.3,PAYMENT,Spotify UK,,,,
08/08/2019,-50,CASH,GOOGLE,,,,
08/08/2019,-10.5,DIRECTDEBIT,AMZNMktplace,,,,
07/08/2019,-18.19,PAYMENT,HARDWICKE SF CONNE,,,,
07/08/2019,-5.19,PAYMENT,GREENSLEEVES,,,,
07/08/2019,-15.95,PAYMENT,COSTA COFFEE,,,,
07/08/2019,-79.62,PAYMENT,WM MORRISONS STORE,,,,
06/08/2019,-0.79,PAYMENT,NEW SOUTHERN RAILW,,,,
06/08/2019,-79,PAYMENT,WOODHATCH SERVICE,,,,
06/08/2019,32,BCC,Kindle Svcs,,,,
06/08/2019,-4.48,PAYMENT,WH SMITH,,,,
06/08/2019,-3.49,PAYMENT,RONTEC REIGATE MAN,,,,
06/08/2019,-14.9,PAYMENT,COSTA COFFEE,,,,
06/08/2019,-20.14,PAYMENT,COSTA COFFEE,,,,
06/08/2019,-15,PAYMENT,WM MORRISONS STORE,,,,
06/08/2019,-35.2,PAYMENT,MILK&MORE,,,,
06/08/2019,-5.81,PAYMENT,GOOGLE,,,,
06/08/2019,-37.9,PAYMENT,BP HILLSIDE CONNEC,,,,
05/08/2019,-49.8,PAYMENT,OLE STEEN,,,,
05/08/2019,-23.99,PAYMENT,OLE STEEN,,,,
05/08/2019,1000,FT,WHISTLESTOP,,,,
05/08/2019,-15.8,PAYMENT,WH SMITH TRAVEL,,,,
05/08/2019,-14.2,PAYMENT,PUCCINO'S REDHILL,,,,
05/08/2019,-58.3,PAYMENT,PUCCINO'S REDHILL,,,,
05/08/2019,-11.14,PAYMENT,NEW SOUTHERN RAILW,,,,
05/08/2019,-39.99,PAYMENT,IZ,,,,
05/08/2019,-35.95,PAYMENT,REIGATE&BANSTEAD,,,,
05/08/2019,-210,REPEATPMT,ADOBE PHOTOGPHY PL,,,,
05/08/2019,-231.63,DIRECTDEBIT,WM MORRISONS STORE,,,,
05/08/2019,-32.03,DIRECTDEBIT,WAITROSE,,,,
05/08/2019,-85,DIRECTDEBIT,PUCCINO'S REDHILL,,,,
05/08/2019,-7.99,PAYMENT,POST OFFICE COUNTE,,,,
05/08/2019,25.59,BCC,COSTA COFFEE,,,,
05/08/2019,-23.14,PAYMENT,AMT COFFEE,,,,
05/08/2019,-1.5,PAYMENT,PUCCINOS REDHILL P,,,,
05/08/2019,-10.5,PAYMENT,COSTA @ NEXT,,,,
05/08/2019,-12,PAYMENT,B&M RETAIL,,,,
05/08/2019,-4.35,PAYMENT,STEAMGAMES.COM,,,,
05/08/2019,-3.65,PAYMENT,NEW SOUTHERN RAILW,,,,
05/08/2019,-10.5,PAYMENT,ALDI STORES LTD,,,,
05/08/2019,-46.9,PAYMENT,REIGATE,,,,
05/08/2019,-34.05,PAYMENT,SAINSBURYS S/MKTS,,,,
05/08/2019,-39,PAYMENT,HOMEBASE LTD,,,,
05/08/2019,-32.35,PAYMENT,THE BLACK HORSE,,,,
05/08/2019,-100,CASH,WHITE HORSE HOTEL,,,,
05/08/2019,-3.49,PAYMENT,SMALLFIELD RIDING,,,,
05/08/2019,-6.68,PAYMENT,CHILLI AND SPICE,,,,
05/08/2019,-26.97,PAYMENT,Prime Video,,,,
05/08/2019,-2.49,PAYMENT,WAITROSE,,,,
05/08/2019,-8.45,PAYMENT,SAINSBURYS S/MKTS,,,,
05/08/2019,-22.7,PAYMENT,NEW SOUTHERN RAILW,,,,
05/08/2019,-17.8,PAYMENT,BRITISH HEART FOUN,,,,
05/08/2019,-12.98,PAYMENT,GOOGLE,,,,
05/08/2019,-7.86,PAYMENT,COSTA COFFEE,,,,
05/08/2019,-14.99,PAYMENT,MILK&MORE,,,,
05/08/2019,-1.59,PAYMENT,THE LITTLE SHOP,,,,
05/08/2019,-35,PAYMENT,SELECTA UK GBP,,,,
02/08/2019,-5.11,PAYMENT,PUCCINOS REDHILL P,,,,
02/08/2019,-8.99,PAYMENT,GLL HORLEY ANDERSO,,,,
02/08/2019,-10.75,PAYMENT,FALCON,,,,
02/08/2019,-11.18,PAYMENT,EAT LTD,,,,
02/08/2019,-3.7,PAYMENT,WH SMITH TRAVEL,,,,
02/08/2019,-5.68,PAYMENT,PUCCINOS REDHILL P,,,,
02/08/2019,-90,PAYMENT,NEXT RETAIL LTD,,,,
02/08/2019,-38.84,PAYMENT,BP HILLSIDE CONNEC,,,,
02/08/2019,-2.85,PAYMENT,POUNDLAND LTD,,,,
02/08/2019,-3010,PAYMENT,SAINSBURYS S/MKTS,,,,
02/08/2019,-500,FT,ARGOS REDHILL,,,,
02/08/2019,-46,DIRECTDEBIT,WM MORRISONS STORE,,,,
01/08/2019,-20.92,PAYMENT,MCDONALDS,,,,
01/08/2019,21.16,BCC,COSTA COFFEE,,,,
01/08/2019,-2,PAYMENT,COSTA COFFEE,,,,
01/08/2019,-20.15,PAYMENT,UBER TRIP HELP.UBE,,,,
01/08/2019,-14.05,PAYMENT,GAK ACCOUSTIC,,,,
01/08/2019,-1.12,PAYMENT,Prime Video,,,,
01/08/2019,-1.1,PAYMENT,1ST STOP STATIONER,,,,
01/08/2019,-1.1,PAYMENT,PUCCINOS REDHILL P,,,,
01/08/2019,-1.1,PAYMENT,COSTA COFFEE,,,,
01/08/2019,-25,PAYMENT,WM MORRISONS STORE,,,,
01/08/2019,-124.93,PAYMENT,WAITROSE,,,,
01/08/2019,-8.72,PAYMENT,TFL TRAVEL CH,,,,
01/08/2019,-201.78,PAYMENT,PUCCINOS REDHILL P,,,,
01/08/2019,3000,FT,NEW SOUTHERN RAILW,,,,
01/08/2019,-2400,DIRECTDEBIT,COSTA COFFEE,,,,
01/08/2019,-26.25,DIRECTDEBIT,ITUNES.COM/BILL,,,,
01/08/2019,-20,CASH,STARBUCKS,,,,
31/07/2019,-3.49,PAYMENT,MCDONALDS,,,,
31/07/2019,-10.6,PAYMENT,MCDONALDS,,,,
31/07/2019,-13.8,PAYMENT,HARLEQUIN THEATRE,,,,
31/07/2019,-11.4,PAYMENT,BOOTS,,,,
31/07/2019,-5.2,PAYMENT,Saba UK-GTR,,,,
31/07/2019,-29.83,PAYMENT,REIGATE PARISH CHU,,,,
31/07/2019,-21.16,PAYMENT,REIGATE PARISH CHU,,,,
31/07/2019,-86.76,PAYMENT,MRS LUCY DAVIES,,,,
31/07/2019,-70,PAYMENT,WH SMITH,,,,
31/07/2019,-15.62,PAYMENT,PUCCINOS REDHILL P,,,,
31/07/2019,-585.03,DIRECTDEBIT,POST OFFICE COUNTE,,,,
31/07/2019,7776.98,DIRECTDEP,PAPERCHASE,,,,
30/07/2019,-6,PAYMENT,IKEA LTD,,,,
30/07/2019,-4.95,PAYMENT,WWW.REIGATE-BANSTE,,,,
30/07/2019,-17.3,PAYMENT,IKEA LTD,,,,
30/07/2019,-2.65,PAYMENT,PUCCINOS REDHILL P,,,,
30/07/2019,-6.4,PAYMENT,JOHN LEWIS,,,,
30/07/2019,-16.1,PAYMENT,COSTA COFFEE,,,,
30/07/2019,-1.7,PAYMENT,COSTA COFFEE,,,,
30/07/2019,-61.93,PAYMENT,WM MORRISONS STORE,,,,
30/07/2019,-20.99,PAYMENT,Audible.co.uk,,,,
30/07/2019,200,FT,THE HATCH PUBLIC H,,,,
30/07/2019,-10.95,CASH,STUDLEY GREEN GARD,,,,
29/07/2019,-73.5,PAYMENT,STUDLEY GREEN GARD,,,,
29/07/2019,-24.98,PAYMENT,STUDLEY GREEN GARD,,,,
29/07/2019,-5.74,PAYMENT,NOWTV.COM/BILLINGH,,,,
29/07/2019,-25.59,PAYMENT,THE MIXING JUG,,,,
29/07/2019,-10,PAYMENT,WAITROSE,,,,
29/07/2019,-8.6,PAYMENT,BAXTER&GREENE,,,,
29/07/2019,-14.87,PAYMENT,HMSHOST IRELAND LT,,,,
29/07/2019,-6.95,PAYMENT,WM MORRISONS STORE,,,,
29/07/2019,-5.97,PAYMENT,Vue Cinemas,,,,
29/07/2019,-42.8,PAYMENT,Vue Cinemas,,,,
29/07/2019,178.3,FT,Vue Cinemas,,,,
29/07/2019,-3,PAYMENT,Vue Cinema,,,,
29/07/2019,-3,PAYMENT,MCDONALDS,,,,
29/07/2019,-7.95,PAYMENT,H&M,,,,
29/07/2019,-4.82,PAYMENT,CHALK HILLS BAKERY,,,,
29/07/2019,-6.28,PAYMENT,NEXT DIRECTORY,,,,
29/07/2019,-26,PAYMENT,HICKEYS PHARMACY G,,,,
29/07/2019,-4.5,PAYMENT,TRIBE,,,,
29/07/2019,-5.3,PAYMENT,ITUNES.COM/BILL,,,,
29/07/2019,-6.3,PAYMENT,BENEFIT COSMETICS,,,,
29/07/2019,-5.5,PAYMENT,MILK&MORE,,,,
29/07/2019,-33.4,PAYMENT,SAM MCCAULEY CHEMI,,,,
29/07/2019,-21.7,PAYMENT,DIWALI RESTAURANT,,,,
26/07/2019,-9.98,PAYMENT,CHESSINGTON GARDEN,,,,
26/07/2019,-3.1,PAYMENT,BENTALL CENTRE,,,,
26/07/2019,-7.5,PAYMENT,ADOBE STOCK,,,,
26/07/2019,-40.64,PAYMENT,TFL TRAVEL CH,,,,
26/07/2019,-2.85,PAYMENT,PUCCINO'S REDHILL,,,,
26/07/2019,-20,CASH,DT LONDON CITY/DT,,,,
25/07/2019,-7.52,PAYMENT,COLAIRO'S,,,,
25/07/2019,-3.4,PAYMENT,NEW SOUTHERN RAILW,,,,
25/07/2019,-9.09,PAYMENT,Prime Video,,,,
25/07/2019,-3.7,PAYMENT,DECATHLON UK VAD,,,,
25/07/2019,-53.55,PAYMENT,Amazon Prime,,,,
25/07/2019,-2.59,PAYMENT,TOY BARNHAUS,,,,
25/07/2019,-20,CASH,PAPERCHASE,,,,
24/07/2019,-7.16,PAYMENT,H&M,,,,
24/07/2019,-16.98,PAYMENT,COSTA @ NEXT,,,,
24/07/2019,-2,PAYMENT,SAINSBURY'S S/MKTS,,,,
24/07/2019,-4.8,PAYMENT,NEXT RETAIL LTD,,,,
24/07/2019,-10.15,PAYMENT,GOOGLE,,,,
24/07/2019,-102.97,PAYMENT,Crawley Borough Co,,,,
24/07/2019,-73.56,PAYMENT,WAGAMAMA,,,,
24/07/2019,-3.85,PAYMENT,Spotify UK,,,,
24/07/2019,-3000,PAYMENT,Patreon,,,,
24/07/2019,100,DIRECTDEP,CO-OP GROUP,,,,
23/07/2019,-2,PAYMENT,SHELL SHOREHAM AIR,,,,
23/07/2019,-5.8,PAYMENT,MILK&MORE,,,,
23/07/2019,-2.7,PAYMENT,TESCO PFS,,,,
23/07/2019,-85.04,PAYMENT,SAINSBURYS SMKTS,,,,
23/07/2019,-65.18,PAYMENT,SAINSBURYS S/MKTS,,,,
23/07/2019,-12,FT,NEW SOUTHERN RAILW,,,,
23/07/2019,-54.58,DIRECTDEBIT,Prime Video,,,,
22/07/2019,-30,CASH,EVEREST SPICE,,,,
22/07/2019,-4.49,PAYMENT,TFL TRAVEL CH,,,,
22/07/2019,-30,PAYMENT,NEW SOUTHERN RAILW,,,,
22/07/2019,-7.99,PAYMENT,COSTA COFFEE,,,,
22/07/2019,3000,FT,BOOTS,,,,
22/07/2019,-5.4,PAYMENT,AMF BOWLING,,,,
22/07/2019,-4.4,PAYMENT,Prime Video,,,,
22/07/2019,-15,PAYMENT,WELCOME BREAK KFC,,,,
22/07/2019,-6.25,PAYMENT,WELCOME BREAK KFC,,,,
22/07/2019,-1123.2,PAYMENT,WELCOME B/FLEET NO,,,,
22/07/2019,-32.92,PAYMENT,STONEHENGE SERVICE,,,,
22/07/2019,-2.99,PAYMENT,MCDONALDS,,,,
22/07/2019,-2.49,PAYMENT,RONTEC REIGATE MAN,,,,
22/07/2019,-5,PAYMENT,OLE STEEN,,,,
22/07/2019,-12.99,PAYMENT,OLE STEEN,,,,
22/07/2019,-5.93,PAYMENT,WM MORRISONS STORE,,,,
22/07/2019,-2.7,PAYMENT,WM MORRISONS STORE,,,,
22/07/2019,-53,PAYMENT,PUCCINO'S REDHILL,,,,
19/07/2019,1123,FT,NEW SOUTHERN RAILW,,,,
19/07/2019,-24.56,PAYMENT,Saba UK-GTR,,,,
19/07/2019,-1.09,PAYMENT,SAINSBURYS S/MKTS,,,,
19/07/2019,-3.4,PAYMENT,IZ,,,,
19/07/2019,-7.2,PAYMENT,HORIZON PARKING LT,,,,
19/07/2019,-6.98,PAYMENT,SAINSBURY'S S/MKTS,,,,
19/07/2019,-215,PAYMENT,MILK&MORE,,,,
19/07/2019,-2.85,PAYMENT,PP JCT,,,,
19/07/2019,-2.79,PAYMENT,GLL HORLEY ANDERSO,,,,
19/07/2019,-12.99,PAYMENT,EAT LTD,,,,
19/07/2019,-7.73,PAYMENT,COSTA COFFEE,,,,
19/07/2019,-50,FT,WM MORRISONS STORE,,,,
18/07/2019,-29.89,PAYMENT,WH SMITH TRAVEL,,,,
18/07/2019,-2,PAYMENT,SAINSBURYS S/MKTS,,,,
18/07/2019,-2.1,PAYMENT,M&S SIMPLY FOOD -,,,,
18/07/2019,-4,PAYMENT,GOOGLE,,,,
18/07/2019,-2,PAYMENT,WM MORRISONS STORE,,,,
18/07/2019,-14.99,PAYMENT,THE TEA HOUSE,,,,
18/07/2019,-22.95,PAYMENT,PUCCINOS REDHILL P,,,,
18/07/2019,-24.5,PAYMENT,THE CHILDRENS TRUS,,,,
18/07/2019,-10,PAYMENT,MKP TRANSPORT INV,,,,
18/07/2019,-1.7,PAYMENT,PAPERCHASE,,,,
18/07/2019,-43.27,DIRECTDEBIT,HOMEBASE LTD,,,,
17/07/2019,-50,CASH,SAINSBURY'S S/MKTS,,,,
17/07/2019,-1.41,PAYMENT,WH SMITH TRAVEL,,,,
17/07/2019,-0.83,PAYMENT,PUCCINOS REDHILL P,,,,
17/07/2019,-29.46,PAYMENT,MARKS&SPENCER PLC,,,,
17/07/2019,-8.1,PAYMENT,MARKS&SPENCER PLC,,,,
17/07/2019,-2,PAYMENT,BOOTS,,,,
